pdf_file,page_number,image_file,classification,ocr_engine,extracted_text,extracted_char_count,confidence_estimate,review_required,reason,notes
65_hs1-834228961_62-hq-83894_section_10,86,page_0086.png,newspaper_or_print_clipping,tesseract-5.5.2,"134 ufo contact ufo contact 119

ities of the dark shape behind them. There was a and only a few metres above the surface of Mexico that the people should become aware first of his work Second, — you are invited to look again at the
tiny white light behind which did not seem to be att- ‘Valley. Note at the bottom of the picture the power- and contacts. When your readers have become picture which is painted for you in these sequences
ached to the object in any way; but as the night was lines, which give an idea of how low the saucer was. acquainted with the idea of the brothers being under _ of events.
very dark, she admits that this could also have been Dr. Lanuza has the negatives in his possession, us this very moment and that everyone has the GEORGE ADAMSKI took his story and his films
a star. The colored lights were not blinking, and the — which have been carefully examined by photo ex- chance to talk to them if he becomes aware of them, | to ANYONE - including authority — and was prepared
object seemed not to move, although she of course perts, who stated that no fake was involved.” then you may talk about my contacts in connection to face all criticism and expert analysis.
was moving towards it in her car. She described the -*- with G.A. Ronald, | cannot tell you what to do, for MADELEINE RODEFFER was enabled to take close-
object (which, she admits, she saw very indistinctly Also in ""EL HERALDO” you must use your own judgement in this matter. up shots of a flying saucer over her garden. This
in the almost complete darkness), as a black wing- iy = ‘ When ever you feel to use it then go ahead and do was arranged with the Brothers, and she was expect-
like thing which made no noise. Then she suddenly Flying Saucers are seen in clear daylight so. | am not afraid to face the people or what ever ing them. She has shown this film, with G.A.’s, on
thought ""Surely it can’t be a plane, this low. Per- comes with it, neither is Madeleine. —” nation-wide net-works, — she …[truncated]",7722,91.6,true,"confidence 91.6/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,87,page_0087.png,newspaper_or_print_clipping,tesseract-5.5.2,"ufo contact ufo contact 133

""MANY TIMES | HAVE SEEN FLYING DISCS took a few minutes to transfer from Army to Air
FOLLOWING AND OVERTAKING MISSILES IN Force communications, the pilots were notified of
FLIGHT AT THE EXPERIMENTAL BASE AT WHITE the UFOs. They circled around, but none of the
SANDS, NEW MEXICO, WHERE, AS IS KNOWN pilots was able to see anything unusual.
THE FIRST AMERICAN ATOM BOMB WAS TRIED Missile firings at WSMR were checked. There were
OUT.” COLONEL MACLAUGHLIN. none at this time. There was little cloud cover during
Missile expert the half hour involved and, at this time of day, it
These still photographs are (Statement in 1949.) would be impossible to see a meteor. The objects
taken from the screen pro- were moving much faster than a balloon.
jection of the 8 mm colour rey Sie One WSMR individual said the UFOs were tracked
film of september 7th 1966. on radar. There is no accurate estimate of the

baste neve RE aloe 29 sight UFO's over White mr, polects ‘spotted: There may have been
sine aNerPts, Sete re Sands Range There is no indication when the Pentagon will

4 fs release any information on the sightings — if ever.
Fred Steckling of Alexandria, by Dorrance Guy. From: The El Paso Times EI Paso Texas.
Virginia, U.S.A. ; , :

Alamogordo, N.M. — At least 29 White Sands Missile Sunday, March 5th, 1967.

Range personnel were eyewitnesses to one or more

Unidentified Flying Objects between 10.30 and 11 COMMENT: We understand from our source of in-
a.m. Thursday. formation that this news item appeared only in El

News concerning the UFOs has been cutoff by Paso, Texas. Inquiries showed that the Air Force
orders from the Pentagon. had stopped the incident being reported in the

All service personnel and civilians working for the national newspapers. To quote the above news report:
services have been forbidden to discuss the sight- ""There is no indication when the Pentagon will
ings. release any information on the sightings — if ever.”

An investigation is…[truncated]",5558,91.7,true,"confidence 91.7/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,88,page_0088.png,newspaper_or_print_clipping,tesseract-5.5.2,"132 ufo contact ufo contact 121

LIFE’S GIFTS. Reports of flying saucers sighted in the Soviet ° The newspaper accounts which claimed | told rep-
Each of us receives life’s gifts on Earth. A belief | Union, in the Caucasus and in Central Asia, also W hat Adamski orters of the forthcoming meeting with Queen Juliana
in a continued spiritual life after the comparitively were ridiculed here. were entirely false. One thing is certain: the press
short time of 70 years of physical life here on Earth, Then for several years the Soviet press remained ° was furious. The reporters could not get any inform-
compared with the endless cycle of eternity, makes silent on the whole question; the Cmena article show- said ation from me so they fabricated stories to save face
the actions of the moment an investment with far- ed that the UFO issue is being reopened, this time aoe (and perhaps to protect their jobs!). Newspapers all
reaching consequences. as an object of serious scientific study. over the United States copied these false reports
The certainty that Man can choose between good Zigel was identified as one of the editors of a GEORGE ADAMSKI WAS MANY TIMES ACC- and added comments as they passed them on.
and evil should lead him nearer to his Creator. Fur- book, ""Inhabited Cosmos,” being prepared for publi- USED of being a charlatan, — that is, a person who An article in the Los Angeles Examiner of May
ther, it should lead to an understanding that Man's cation here. The book will discuss the possibility of pretends to have more knowledge or skill than he 19th, entitled ""In Dutch On Saucer Discussion,”
life here and later, is more likely to depend on his _ living beings in space and efforts to communicate does have, — an impostor or a cheat. He has been stated: ""The press has given Adamski, from Los
relation to the spiritual than to the scientific. with them. called a faker, because he has produced photo- Angeles, a chilly reception. The Catholic People’s
Our decisions now will…[truncated]",10229,89.9,true,"confidence 89.9/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,89,page_0089.png,newspaper_or_print_clipping,tesseract-5.5.2,"122 ufo contact ufo contact 131

view with the Queen. They have never been pub- | had been nervous with anticipation, but a feeling pulses come from the animal’s glands and its react- _periences into two different areas, to give science
lished before. The press reports quoting questions of calm and ease came over me as | stood in the ions are wholly automatic. The make-up of an animal control over the one and religion control over the
and answers from the interview were falsified, as no presence of the Queen. She and the others present allows no room for freedom of choice, searching other.
reporters were allowed inside the palace during the were standing when | entered the room. The Queen’s curiosity or doubt or conflict between impulses and Let science explore the physical world, whilst
interview! secretary came forward and introduced me to Her ethical standards. religion takes care of the other, people say. When
| left London and arrived in Amsterdam on the Majesty, Queen Juliana. In turn, | was presented to An animal knows nothing of that strange voice science has reached its limits, then religion can take
15th of May, 1959. Miss Rey d’Aquila and some news- Prince Bernhard; Lt. General Schaper, Chief of the called conscience, which tells us what is right and
paper reporters were at the airport to meet me. | Royal Netherlands Air Staff; Professor Jongbloed, what is wrong. Only Mankind is equipped with the This is a fateful step to take. To separate the two
was still suffering from the cold | had caught in of Aerial Medicine; Dr. M. Rooy, Telecommunica- conflicts which arise, because it is created in God’s worlds could only be done if scientists were not
Scotland, so | excused myself and was taken to a tions; and Mr. Kolff, President of the Royal Nether- Image. And only Mankind is equipped with a soul Christians and no Christians were scientists. But
small hotel on the outskirts of Amsterdam. lands Society for Aviation. which enables it to master the problems cause…[truncated]",11481,87.5,true,"confidence 87.5/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,90,page_0090.png,newspaper_or_print_clipping,tesseract-5.5.2,"ufo contact ufo contact 123

ENDLESSNESS OF THE UNIVERSE. other planets. | retold much of what | had written ilar to Earth. Many green spots that looked like
Manned space-flights are pioneer works. But until in my second book. The major questions of our con- vegetation had been observed on the other side of
. now they have only begun to open the door out ference dealt with our future in outer space. the moon. This confirmed some of the things | had
Science toward the endlessness of the Universe. Awareness of time was lost as we all grew inter- told the Queen during our two-hour conference.
That which we can see of the mysteries of the ested in the conversation about outer space. What | was curious to know just how the Russians had
Universe through the crack in that door only con- began as a forty-five minute interview lasted two gained this information. My friends and | discussed
firms our belief in its Creator. Mankind with its hours. Finally the Queen reminded me that my lect- the possibilities later that morning. Was it possible
. limited understanding cannot comprehend an omni- ure started in less than an hour. Interest was so that a Russian had made a trip as | had, or did they
Science and God present, almighty, all-knowing and eternal God. great in the topic, if it had not been for the lecture, receive the information from their moon shot that
Every attempt to create a picture of God and red- we could have kept talking for hourse. went into orbit around the sun? (Information received
DR. WERNHER VON BRAUN. uce Him so that He can be comprehended offers When the Queen reminded me of the time, | arose _at the time of this writing seems to confirm that they
It is one of the tragedies of our time, that science but further proof of His Greatness. | believe it best and we all shook hands in a very friendly manner. did.)
and religion have become adversaries”, says Dr. if one, through Faith, accepts God as a proof of | was deeply impressed with the firm sincere grasp B…[truncated]",9510,90.8,true,"confidence 90.8/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,91,page_0091.png,newspaper_or_print_clipping,tesseract-5.5.2,"124 ufo contact ufo contact

The scientists of all nations called upon the mil- | wish those imaginative reporters could have been
itary in every other nation to aim their atomic miss- present during my interview with Queen Juliana. They
iles at the asteroid and to fire simultaneously. In might have learned something of dignity, kindness
this way the asteroid was destroyed by the same and gentility, from a great woman.who rules her
weapons that had caused its creation. country with wisdom and love.

Representatives of the press were present at the
showing. After it was over, | was asked if such a
thing could happen in real life. | replied that it could
and gave the following explanation:

""The lightning bolt is created from invisible par-
ticles of matter that are fused together by the terr-
ific heat of a natural electrical discharge. It is entirely
possible for the millions of tons of debris that have
been blown into the upper regions of the earth’s
atmosphere to come together and form an artificial
asteroid. The larger the mass of debris, the more
attraction it would have for additional particles.” A proposal to UNO

This picture alerted me to the possibility that rad-
iation and fallout are not the only dangers we might PRESS RELEASE NO. 6.
be facing from our atomic explosions. February 2nd, 1967. New York.

Reports have come from Mexico stating that a RELEASED BY
huge fireball crashed into a mountain just before the Intercontinental UFO Observer and
disastrous earthquake there in August of 1959. Analytic Network,

Recently several planes have reportedly hit objects © Colman VonKeviczky representative, 33-50
from space. Some have survived; others have cras- 75th Street 1C., Jackson Heights, N.Y. 11372. U.S.A.
hed to their doom. Could they have crashed into SUBJECT.
some of the high-energy pockets left by our explos- The Intercontinental UFO Observer and Analytic
ions? Network, representing the globally united scientific

Some of these man-made asteroids burn and…[truncated]",5565,94.0,true,"confidence 94.0/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,92,page_0092.png,newspaper_or_print_clipping,tesseract-5.5.2,"128 ufo contact ufo contact 125

fantasy, others think that initially it had some without an angel’s halo. He holds an unseen ""’control to the Conference Special Agencies related to the space and celestial bodies, in article No. VI.
meaning. Two centuries ago the mystery attracted column” and looks behind him as if watching the subject. . all phenomena” observed in space and cel-
the German astronomer, Johan Kepler, while more flight of his fellow-spaceman. Sitting in the space- The proposed representation should be headed by estial bodies to be reported to the Secretary
recently, scientists held an international symposium — ship following is another man, who also has nothing the world’s most highly honored, awarded and res- General in article No. V. is exactly an ""unex-
to discuss the matter. in common with the traditional angel and also has pected scientist in the field of Space and Rockets — plained UFO Article” from article No. V.

But neither Kepler nor contemporary scientists one hand on the ""controls”. the ""father of astronautics’ Prof. Dr. Hermann The enclosure No. 2. clearly shows, that these
found the key to the problem, which may turn out to Both ships have streamlined bodies. Clearly visible Oberth. The team of scientists should be completed articles were not proposed in the original issues of
have an altogether unexpected solution. : jets in their wake accentuate the impression of according to enclosure No. 1. with highly competent the ""Treaty Draft’ by the United States filed 24

In antiquity and the Middle Ages human imaginat- speed. ""The saints in the flying machines are in the scientific UFO researchers whose statements can hours before, — while the USSR filed 20 days after
ion was stirred by an unusual star, now believed to position of pilots”, says the magazine. be screened and verified on the basis of various my Space Security Pact proposal, which had been
be the Star of Bethlehem. The star was alleged to documentation media in possession of our …[truncated]",11016,88.3,true,"confidence 88.3/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,93,page_0093.png,newspaper_or_print_clipping,tesseract-5.5.2,"126 ufo contact ufo contact 127

Prof. Dr. Allen J. Hynek astronomer, UFO investig- have a number of his Western contemporaries. The the caves ten times before the sunrise. When at last
ator since 20 years at Air Force. USA. author has spent 30 years collecting evidence to they understood the sign language of the Dropas,

Donald E. Keyhoe US major ret., pioneer UFO res- back up his thesis that intelligent beings from outer they realized that the newcomers had peaceful int-
earcher, founder of NICAP. USA. space have had contact with our Earth. He has entions .. .”

Jacques Vallee mathematician and astronomer of written two books, ""Cosmic Reminiscences in Written
Northwestern University, Mars Map Project. USA. Relics of the Past’, and ""’The Evolution of the Univ-

ing gear. Nor is there any association with the hunt-

ers who, as some scholars assume, used ostrich egg-

shells for helmets. Lotte called the enigmatic figures

Martians.

Another Ham hieroglyph expresses regret over the Describing the ancient drawings on the cave walls
loss of the tribe’s own spaceships during a danger- the French explorer says that one of them depicts
erse and Intelligent Beings.” ous landing in high mountains, and the failure to ""a man appearing from an egg-shaped object cov-
C. PIONEER UFO RESEARCHERS IN GLOBAL With acknowledgements to the ""SPUTNIK” month- build new ones. ered with concentric circles. The object resembles

COVERAGE. ly digest, Jan. 1967, we present the article in two In the opinion of Chinese archaeologists, the an egg, or possibly a snail.”

Arduino Albertini Italian research analyst, editor of parts. Here is Part One, of — Bayan-Kara-Ula hieroglyphs are so mysterious that So the Peruvian legend and the Tassili frescoes
""Clypeus”. SOUTH EUROPE & ASIA MINOR. their interpretation and use for scientific research seem to have much in common. But the parallel does

Dr. Walter Biihler research analyst investigator, oa require the utmost care. not end there. At a later date…[truncated]",10586,88.4,true,"confidence 88.4/100, extraction likely reliable",psm=4 lang=eng; layout OCR may have column ordering issues
65_hs1-834228961_62-hq-83894_section_10,94,page_0094.png,mixed_annotation,tesseract-5.5.2,"Mr. Ra Robinson
809 South Stewart Street
Winchester, Virginia 22601

Dear Mr. Robinson:

Your letter of September 27th, with enclosure,
has been received.

The investigation of Unidentified Flying Objects
is not and never has been a matter that is —— the investiga-
tive ates ras. he Me

you mention 88 hot represent employ Cele sar

Enclosed iss some material oleston ti to the week of
this Bureau which I hope will be of interest to you. Also, the
photograph you forwarded is being returned.

MAILED 19 Sincerely yours,

OCT 3 1967

COMM - FBI

Enclosures (3) ier Lye of >)

Know Your FBI fa le

Dp
The Story of the Federal ‘Bureau. of Investigation

NOTE: Correspondent is hot identifiable in Bufiles. The photograph in
question has previously come to the Bureau's attention and is known to
have appeared in a publication in Europe concerning unidentified flying
objects, .A caption undef the’ photograph alleges two BI Agents are

= Ft, ee dd) ane a eey from outer space down the street.

MAIL ROOM ae TELETYPE unit L_] é .

J, Edgar Hotes",1043,80.2,true,"confidence 80.2/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,95,page_0095.png,mixed_annotation,tesseract-5.5.2,"doHSi9°0-334

Ta 4

a es
4 g Ye
Min apy fel Bol 8 g

2: “py 2 DEPME age raols ven * iy Sy ‘ WI ay

eS 75

JIVIG-GSAIZE3¢

ee",124,24.4,true,"low confidence (24.4/100), may contain noise or degraded scan",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,96,page_0096.png,typed_text,tesseract-5.5.2,"TRUE COPY

Dear Sirs:
Would you please comment on the enclosed
picture that is marked with an ''X"" and return the picture

with your reply. Thank you.

/s/ Ray Robinson

809 S. Stewart St.
Winchester, Va. 22601",210,94.3,false,"confidence 94.3/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,97,page_0097.png,mixed_annotation,tesseract-5.5.2,,0,95.0,true,"confidence 95.0/100, extraction likely reliable","psm=3 lang=eng; very short extraction (0 chars), possible blank or image-only page"
65_hs1-834228961_62-hq-83894_section_10,98,page_0098.png,mixed_annotation,tesseract-5.5.2,"dOHSI9 G-934

ia ee

q Hy S201 82 4%

}
| ae

WOLIAUIG 22",57,43.3,true,"medium confidence (43.3/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,99,page_0099.png,mixed_annotation,tesseract-5.5.2,"Best Possible Image

“y
ENCLOSURE ©*4-",38,74.0,true,"confidence 74.0/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,100,page_0100.png,mixed_annotation,tesseract-5.5.2,"FORM No. 10 $010-107-02
MAY 1962 EDITION

UNITED STATES pee s
Memorandum

DIRECTOR, FBI DATE: 10/10/67

/\

1

SUBJECT: NIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT
DALLAS, TEXAS, 10/9/67
INFORMATION CONCERNING

Enclosed are six copies of an LHM containing information
of interest to the Air Force. One copy has been furnished to
OSI, Tinker AFB, Oklahoma,

The information in the enclosed LHM was received by
SA EARL O, CULLUM.

No further information is being taken.

id

2.- Bureau (encls-6) 4 lp
A= Dad hee 18 OCT #2 1967

iN oh

\/

(OCT 191

7
5 U.S. Savings Bonds Regularly on the Payroll Savings Plan",611,83.0,true,"confidence 83.0/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,101,page_0101.png,mixed_annotation,tesseract-5.5.2,"2TOAGHO DVL YLT MaaTKY
TVANHOW at YUOKA

Ye\e\or ,

DAIVAZO“VOS

aotismrotal aniaisiaocs MHI ar to esiqoos xte

918 beaolsag
toed enn yqoo 910

991097. 4fLA od oF Faorstni te
eBmoNBKIAO .GHA toxAntT ,Tao

ov padetatut

vd bovisost esw MHI boeolons edt ai aoitsmrotnai oAT

-MUIIUD .O THA

-m9Ass. gniod

tied et notismrotai tedirut

(@-eloas) usetus
erxifisG

39f:",364,42.6,true,"medium confidence (42.6/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,102,page_0102.png,mixed_annotation,tesseract-5.5.2,"6

UNITED STATES DEPARTMENT OF JUSTICE

FEDERAL BUREAU OF INVESTIGATION
Dallas, Texas

In Reply, Please Refer to
File No. October 10, 1967

Re: UNIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT
_ DALLAS, TEXAS.
OCTOBER 9, 1967

Fae

A young white female, who refused to give her name,
appeared at the Dallas FBI Office on October 9, 1967. She
stated she is interested in Unidentified Flying Objects (UFOs)
and has received a quantity of information concerning beings
from outer space. She stated she will not reveal her identity
as she would feel like a fool if this information is not true.
She stated if it is true, however, she will meet with interested
officials and furnish all the information she has, provided
nothing is done to endanger her safety.

She stated in July, 1967, she met a being from another
planet who had assumed earthly form. He gave her certain
information, then he was picked up and departed from the earth
on August 21, 1967. She stated she then received messages from
non-earthly sources in a manner she refused to discuss. She
stated these sources told her of the following:

(1) An antimissile missile was fired at a UFO
over Africa on May 22, 1962, but the UFO
was protected by its ""force field.""

(2) A UFO was detected 22,000 miles from earth by
radar about August 6, 1967.

(3) A UFO was detected over Antartica August 20,
1967.

(4) A UFO was detected over the ""Dewline"" in the
past week and was shot down, and beings from
outer space are trying to recover it.
v
Informant would furnish no further details. She stated
if this information is true, she will knéw other information

This document contains neither recommendations
nor conclusions of the FBI. It is the property
of the FBI and is loaned to your agency. It and
its contents are not to be distributed outside
your agency. J

ye 46 yf

_ ENCLOSURE",1840,93.9,true,"confidence 93.9/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,103,page_0103.png,mixed_annotation,tesseract-5.5.2,"eTORLSO DMLYIT CaLTITHIGIny
THAMAOTAL AUOMYKOMA
@AXAT ,S@ALIAG

omga 198 oviaeo b puts"" iw ,ogismot otidw savoy
91 sVOCL .@ xodoss fo. 99fito Lat esif{sd edd ts borss
(20%U) eatooidO eniylt boititnebiav at boteorstak ei oe bo
epnisd eatntoon notismiotar to yitjasup s bevisoot. esd
= e tesuo mos’

jitmebi to Isovor toa Liltw ode batsie ofc .998G
outs ton 2k notismrotat eidd t& Loot s 9xXitL Lest [uow 92 28
poyeotoini ditw teom Ifiw one .xevewod ,outs ai It ti hotste oda
psbivorq ,esd oe nottemrotat oii fis deintui ts elstofrtrtc
.Viotse ron tegdebno of onob ef vainion

)

tiog s tom-one ,VoeL yx
torn 7g3°5H  .msot vidir ) ees onw
n0xt botasasb bas qu bowoia esrw on 19 . AOL ts Barre
m bevisnet aodd one botsie ica oe@d fs se {
foetb ot beestor ode tonmsm s ak eoox1m0e YI
:saniwolfot orig o ton blo 28EN1UOR 92°

fe bors
ud L8e WRI MO BDITTA
-bisii 10"" eti yd botssto-

bojnoijeb esw

eusu jUOCS

b eBw

botoeseb esw

esw bas 296

IIIf S9ORGES
rsusokal

sortamrotat sodt pot Iii fa .euss ef noLismrotni air:z

lishasmmoos:
teqotq off Lai. of
bark tI -yoroga tuoy of bonmgol
ebfretuo botuditt. sd oF to",1109,43.8,true,"medium confidence (43.8/100), review recommended for mixed pages",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,104,page_0104.png,mixed_annotation,tesseract-5.5.2,"UNIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT

DALLAS, TEXAS

OCTOBER 9, 1967

SlHé received is true, and will furnish full details. This will
include information regarding the destruction of a moon explorer
vehicle by beings from outer space, and how those beings shot
down the Russian Cosmonaut.

She stated she fears for her life if it becomes known
she contacted officials, as persons who saw UFOs have died
mysteriously in the past. She stated if Air Force officials
want to contact her she can be reached by a message to a telephone
number she has given an FBI Agent, and she will meet officials
at the Dallas FBI Office only.",635,94.9,true,"confidence 94.9/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,105,page_0105.png,mixed_annotation,tesseract-5.5.2,"@ e

UNITED STATES DEPARTMENT OF JUSTICE
FEDERAL BUREAU OF INVESTIGATION

In Reply, Please Refer to Dallas, Texas
File No. October 10, 1967

Re: UNIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT
DALLAS, TEXAS

OCTOBER 9, 1967

A young white female, who refused to give her name,
appeared at the Dallas FBI Office on October 9, 1967. She
stated she is interested in Unidentified Flying Objects (UFOs)
and has received a quantity of information concerning beings
from outer space. She stated she will not reveal her identity
as she would feel like a fool if this information is not true.
She stated if it is true, however, she will meet with interested
officials and furnish all the information she has, provided
nothing is done to endanger her safety.

She stated in July, 1967, she met a being from another
planet who had assumed earthly form. He gave her certain
information, then he was picked up and departed from the earth
on August 21, 19397. She stated she then received messages from
non-earthly sources in a manner she refused to discuss. She
stated these sources told her of the following:

(1) An antimissile missile was fired at a UFO
over Africa on May 22, 1962, but the UFO
was protected by its “force field.”

(2) A UFO was detected 22,000 miles from earth by
radar about August 6, 1967.

(3) A UFO was detected over Antartica August 20,
1967.

(4) A UFO was detected over the “Dewline” in the
past week and was shot down, and beings from
outer space are trying to recover it.

Informant would furnish no further details. She stated
if this information is true, she will knOw other information

This document contains neither recommendations
nor conclusions of the FBI. It is the property
of the FBI and is loaned to your agency. It and
its contents are not to be distributed outside
your agency.",1809,94.1,true,"confidence 94.1/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,106,page_0106.png,mixed_annotation,tesseract-5.5.2,"UNIDENTIFIED FLYING OBJECTS ;
ANONYMOUS INFORMANT

DALLAS, TEXAS

OCTOBER 9, 1967

@H@ received is true, and will furnish full details. This will
include information regarding the destruction of a moon explorer
vehicle by beings from cuter space, and how these beings shot
down the Russian Cosmonaut.

She stated she fears for her life if it becomes known
whe contacted officials, as persons who saw UFOs have died
mysteriously in the past. She stated if Air Force officials
want to contact her she cam be reached by a message to a telephone
number she has given an FBI Agent, and she will meet officials
at the Dallas PBI Office only.",635,92.0,true,"confidence 92.0/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,107,page_0107.png,mixed_annotation,tesseract-5.5.2,"UNITED STATES DEPARTMENT OF JUSTICE
FEDERAL BUREAU OF INVESTIGATION

Dallas, Texas
In Reply, Please Refer
Rem ee October 10, 1967

Re: UNIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT
DALLAS, TEXAS
OCTOBER 9, 1967 0

A young white female, who refused to give her name,
appeared at the Dallas FBI Office on October 9, 1967. She
stated she is interested in Unidentified Flying Objects (UFOs)
and has received a quantity of information concerning beings
from outer space. She stated she will not reveal her identity
as she would feel like a fool if this information is not true.
She stated if it is true, however, she will meet with interested
officials and furnish all the information she has, provided
nothing is done to endanger her safety.

She stated in July, 1967, she met a being from another
planet who had assumed earthly form. He gave her certain
information, then he was picked up and departed from the earth
on August 21, 1967. She stated she then received messages from
non-earthly sources in a manner she refused to discuss. She
stated these sources told her of the following:

(i) An antimissile missile was fired at a UFO
over Africa on May 22, 1962, but the UFO
was protected by its “force field.""

(2) A UFO was detected 22,000 miles from earth by
radar about August 6, 1967.

(3) A UFO was detected over Antartica August 20,
1967.

(4) A UFO was detected over the ""Dewline” in the
past week and was shot down, and beings from
outer space are trying to recover it.

Informant would furnish no further details. She stated
if this information is true, she will knéw other information

This document contains neither recommendations
nor conclusions of the FBI. It is the property
of the FBI and is loaned to your agency. It and
its contents are not to be distributed outside
your agency.",1799,93.6,true,"confidence 93.6/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,108,page_0108.png,mixed_annotation,tesseract-5.5.2,"UNIDENTIFIED FLYING OBJECTS ;
ANONYMOUS INFORMANT

DALLAS, TEXAS
OCTOBER 9, 1967

Sh@ received is true, and will furnish full details. This will
inelude information regarding the destruction of a moon explorer
vehicle by beings from outer space, and how those beings shot
Gewn the Russian Cosmonaut.

She stated she fears for her life if it becomes known
she contacted officials, as persons who saw UFOs have died
mysteriously in the past. She stated if Air Force officials
want to contact her she can be reached by a message to a telephone
number she hag given an FBI Agent, and she will meet officials
at the Dallas FBI Office only.",634,91.9,true,"confidence 91.9/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,109,page_0109.png,mixed_annotation,tesseract-5.5.2,"9 ‘

UNITED STATES DEPARTMENT OF JUSTICE
FEDERAL BUREAU OF INVESTIGATION

In Reply, Please Refer to Dallas, Texas
File No. October 10, 1967

Re: UNIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT
DALLAS, TEXAS

OCTOBER 9, 1967

A young white female, who refused to give her name,
appeared at the Dallas FBI Office on October 9, 1967. She
stated she is interested in Unidentified Flying Objects (UFOs)
and has received a quantity of information concerning beings
from outer space. She stated she will not reveal her identity
as she would feel like a fool if this information is not true.
She stated if it is true, however, she will meet with interested
officials and furnish all the information she has, provided
nothing is done to endanger her safety.

She stated in July, 1967, she met a being from another
planet who had assumed earthly form. He gave her certain
information, then he was picked up and departed from the earth
on August 21, 1967. She stated she then received messages from
non-earthly sources in a manner she refused to discuss. She
stated these sources told her of the following:

(1) An antimissile missile was fired at a UFO
over Africa on May 22, 1962, but the UFO
was protected by its “force field.”

(2) A UFO was detected 22,000 miles from earth by
radar about August 6, 1967.

(3) A UFO was detected over Antartica August 20,
1967.

(4) A UFO was detected over the ""Dewline” in the
past week and was shot down, and beings from
outer space are trying to recover it.

Informant would furnish no further details. She stated
if this information is true, she will knéw other information

This document contains neither recommendations
nor conclusions of the FBI. It is the property
of the FBI and is loaned to your agency. It and
its contents are not to be distributed outside
your agency.",1808,94.4,true,"confidence 94.4/100, extraction likely reliable",psm=3 lang=eng
65_hs1-834228961_62-hq-83894_section_10,110,page_0110.png,mixed_annotation,tesseract-5.5.2,"UNIDENTIFIED FLYING OBJECTS;
ANONYMOUS INFORMANT

DALLAS, TEXAS

OCTOBER 9, 1967

ShS received is true, and wiil furnish full details. This will
include information regarding the destruction of a moon explorer
vehicle by beings from outer space, and how those beings shot
4o0n the Russian Cosmonaut.

She stated she fears for her life if it becomes known
she contacted officials, as persons who saw UFOs have died
mysteriously in the past. She stated if Air Force officials
want te contact her she can be reached by a message to a telephone
number ghe has given an FBI Agent, and she will meet officials
at the Dallas PSI Office only.",634,88.9,true,"confidence 88.9/100, extraction likely reliable",psm=3 lang=eng
